51	1979
55	1980
92	1981
71	1982
87	1983
73	1984
52	1985
62	1986
40	1987
54	1988
40	1989
41	1990
31	1991
16	1992
38	1993
11	1994
15	1995
8	1996
25	1997
23	1998
9	1999
